customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,Repaid
326,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0.06,4,No
327,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,0.23,3,Yes
328,26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0.19,3,No
329,23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0.19,2,No
330,23,130000,RENT,7.0,VENTURE,B,25000,11.49,0.19,4,No
331,25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0.12,4,No
332,26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0.07,2,No
333,22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0.08,3,No
334,26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0.14,3,No
335,23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0.12,3,No
336,24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0.01,3,No
337,25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0.21,2,No
338,24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0.19,2,No
339,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,0.21,4,Yes
340,24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0.19,3,No
341,25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0.19,2,No
342,25,15600,OWN,0.0,VENTURE,F,3200,18.09,0.21,2,Yes
343,25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0.19,4,No
344,26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0.18,4,No
345,25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0.17,4,No
346,23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0.17,3,No
347,23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0.06,3,No
348,22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,0.16,2,Yes
349,24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0.12,4,No
350,25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0.15,4,No
351,21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0.12,4,No
352,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,0.38,2,Yes
353,23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0.14,4,No
354,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0.13,3,No
355,23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,0.17,3,Yes
356,23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,0.35,4,Yes
357,24,16020,OWN,3.0,VENTURE,E,3625,17.14,0.23,2,Yes
358,22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,0.34,3,Yes
359,25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0.14,2,No
360,22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0.12,3,No
361,24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0.14,2,No
362,25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0.15,2,No
363,26,161000,RENT,10.0,VENTURE,A,30000,7.9,0.19,4,No
364,22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0.22,4,No
365,25,225000,RENT,5.0,VENTURE,B,25000,11.86,0.11,4,No
366,25,16400,OWN,1.0,PERSONAL,A,5000,8.94,0.3,4,Yes
367,23,16500,OWN,6.0,VENTURE,B,4375,9.63,0.27,4,Yes
368,25,49500,RENT,6.0,PERSONAL,C,24750,14.22,0.5,3,Yes
369,23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,0.41,3,Yes
370,24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0.29,4,No
371,22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0.12,2,No
372,24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0.27,4,No
373,23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0.22,2,No
374,24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0.07,4,No
375,25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0.07,4,No
376,26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0.16,4,No
377,25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,0.07,4,Yes
378,25,54000,RENT,2.0,PERSONAL,C,24250,13.98,0.45,4,Yes
379,23,62500,RENT,1.0,EDUCATION,B,24250,10.62,0.39,4,Yes
380,24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,0.23,3,Yes
381,25,68400,RENT,9.0,PERSONAL,E,24250,17.56,0.35,4,Yes
382,26,56045,RENT,1.0,MEDICAL,D,24250,14.96,0.37,2,Yes
383,22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,0.33,2,Yes
384,24,65453,RENT,9.0,MEDICAL,D,24250,15.7,0.31,2,Yes
385,24,89908,RENT,1.0,VENTURE,B,24250,12.53,0.27,3,No
386,26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,0.31,3,Yes
387,23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0.24,2,No
388,23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0.24,2,No
389,25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0.06,3,No
390,25,160000,OWN,5.0,VENTURE,B,15000,11.14,0.09,4,No
391,24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0.13,3,No
392,23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0.16,2,No
393,26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0.09,4,No
394,21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0.1,4,No
395,25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0.13,2,No
396,22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,0.28,2,Yes
397,25,111996,RENT,9.0,PERSONAL,D,24250,,0.22,3,No
398,21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,0.36,4,Yes
399,25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0.21,2,No
400,23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0.17,3,No
401,23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0.08,3,No
402,22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,0.22,3,Yes
403,22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,0.56,3,Yes
404,23,47004,RENT,1.0,VENTURE,B,24000,11.58,0.51,4,Yes
405,24,48000,RENT,4.0,VENTURE,D,24000,16.29,0.5,2,Yes
406,26,48000,RENT,4.0,MEDICAL,A,24000,,0.5,3,Yes
407,21,44964,RENT,2.0,EDUCATION,D,24000,16.29,0.53,2,Yes
408,25,52000,RENT,,PERSONAL,B,24000,10.74,0.46,2,Yes
409,22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0.13,3,No
410,24,47000,RENT,3.0,PERSONAL,F,24000,17.8,0.51,2,Yes
411,22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0.06,2,No
412,22,49000,RENT,2.0,MEDICAL,E,24000,17.56,0.49,4,Yes
413,26,60000,RENT,0.0,PERSONAL,A,24000,7.9,0.4,4,Yes
414,25,60000,RENT,3.0,PERSONAL,B,24000,10.99,0.4,4,Yes
415,22,60000,RENT,0.0,PERSONAL,A,24000,7.29,0.4,3,Yes
416,21,60000,RENT,5.0,MEDICAL,B,24000,10.75,0.4,2,Yes
417,26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,0.39,3,Yes
418,22,62400,RENT,3.0,EDUCATION,D,24000,14.84,0.38,2,Yes
419,26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,0.37,2,Yes
420,22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,0.28,3,Yes
421,23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,0.41,2,Yes
422,23,66000,RENT,6.0,VENTURE,A,24000,,0.36,4,Yes
423,24,60000,RENT,0.0,VENTURE,D,24000,14.96,0.4,4,Yes
424,25,66143,RENT,9.0,EDUCATION,A,24000,6.99,0.36,3,Yes
425,22,62250,RENT,3.0,PERSONAL,E,24000,16.45,0.39,4,Yes
426,24,70000,RENT,8.0,EDUCATION,B,24000,10.99,0.34,4,Yes
427,23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0.32,2,Yes
428,22,18000,OWN,3.0,PERSONAL,A,3000,7.9,0.17,4,Yes
429,22,75000,RENT,6.0,EDUCATION,B,24000,12.69,0.32,4,Yes
430,24,75000,RENT,9.0,MEDICAL,B,24000,10.37,0.32,3,Yes
431,24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,0.32,3,Yes
432,26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,0.35,3,Yes
433,23,78000,RENT,4.0,PERSONAL,C,24000,13.92,0.31,3,Yes
434,22,18000,OWN,,VENTURE,B,2000,11.49,0.11,3,No
435,24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0.3,2,No
436,22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,0.19,4,Yes
437,23,18000,OWN,3.0,EDUCATION,A,4000,5.99,0.22,2,Yes
438,23,74700,RENT,6.0,PERSONAL,D,24000,12.92,0.32,2,Yes
439,26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0.27,3,No
440,25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0.25,2,No
441,22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,0.29,3,Yes
442,25,95000,RENT,9.0,VENTURE,A,24000,6.54,0.25,4,No
443,21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,0.27,4,Yes
444,21,18000,OWN,,EDUCATION,B,5000,11.11,0.28,2,Yes
445,26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0.24,4,No
446,24,110000,RENT,7.0,VENTURE,D,24000,15.62,0.22,4,No
447,24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,0.35,4,Yes
448,22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,0.24,2,Yes
449,26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,0.23,4,Yes
450,22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0.2,4,No
451,24,120000,RENT,1.0,VENTURE,B,24000,12.69,0.2,4,No
452,26,108000,RENT,9.0,EDUCATION,G,24000,20.16,0.22,3,Yes
453,24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0.19,4,No
454,23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,0.14,2,Yes
455,24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0.18,3,No
456,25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0.18,2,No
457,24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0.18,2,No
458,23,114750,RENT,2.0,MEDICAL,G,24000,20.03,0.18,3,Yes
459,23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0.16,4,No
460,23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,0.17,2,Yes
461,24,18000,OWN,6.0,PERSONAL,A,13000,7.88,0.72,3,Yes
462,21,18000,OWN,0.0,VENTURE,B,6250,10.62,0.35,4,Yes
463,26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0.15,4,No
464,26,148000,RENT,1.0,EDUCATION,F,24000,18.3,0.16,2,Yes
465,26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0.14,2,No
466,21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0.14,3,No
467,24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,0.55,2,Yes
468,23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0.2,2,No
469,24,54996,RENT,2.0,PERSONAL,B,23600,11.89,0.43,3,Yes
470,24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,0.56,2,Yes
471,25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0.23,4,No
472,23,75000,RENT,3.0,PERSONAL,E,23575,14.5,0.31,4,Yes
473,22,18000,OWN,2.0,MEDICAL,C,4000,,0.22,2,Yes
474,22,18000,OWN,1.0,MEDICAL,D,5400,15.31,0.3,2,Yes
475,25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,0.22,3,Yes
476,21,18000,OWN,5.0,VENTURE,B,3375,,0.19,2,Yes
477,22,66960,RENT,1.0,VENTURE,A,23400,7.49,0.35,2,Yes
478,22,43385,RENT,7.0,PERSONAL,C,23000,,0.53,3,Yes
479,25,56544,RENT,3.0,EDUCATION,B,23000,,0.41,2,Yes
480,23,60000,RENT,2.0,VENTURE,B,23000,12.18,0.38,4,Yes
481,24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0.07,4,No
482,25,63208,RENT,9.0,EDUCATION,B,23000,9.91,0.36,3,Yes
483,24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,0.35,4,Yes
484,23,68000,RENT,7.0,EDUCATION,B,23000,9.62,0.34,2,Yes
485,22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,0.17,3,Yes
486,25,80000,RENT,9.0,VENTURE,C,23000,,0.29,2,No
487,24,88000,RENT,1.0,VENTURE,D,23000,14.54,0.26,2,Yes
488,22,58600,RENT,5.0,MEDICAL,B,22750,11.36,0.39,4,Yes
489,23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,0.32,2,Yes
490,24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,0.16,3,Yes
491,26,69846,RENT,2.0,EDUCATION,F,22500,18.99,0.32,2,Yes
492,24,73000,RENT,0.0,VENTURE,E,22400,16.7,0.31,4,Yes
493,24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,0.27,3,Yes
494,23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,0.64,3,Yes
495,25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,0.51,2,Yes
496,25,52000,RENT,4.0,PERSONAL,B,22000,10.74,0.42,2,Yes
497,21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,0.22,4,Yes
498,22,57000,RENT,6.0,EDUCATION,B,22000,9.63,0.39,3,Yes
499,25,58000,RENT,0.0,MEDICAL,C,22000,14.65,0.38,2,Yes
500,23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,0.37,4,Yes
501,24,60000,RENT,3.0,VENTURE,C,22000,14.26,0.37,2,Yes
502,25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,0.16,2,Yes
503,26,56000,RENT,7.0,MEDICAL,E,22000,17.19,0.39,3,Yes
504,22,70000,RENT,3.0,EDUCATION,B,22000,11.36,0.31,4,Yes
505,22,66000,RENT,1.0,EDUCATION,F,22000,,0.33,2,Yes
506,23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0.3,3,No
507,24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0.29,2,No
508,22,19000,OWN,6.0,MEDICAL,A,3625,8.49,0.19,3,Yes
509,26,77000,RENT,0.0,VENTURE,A,22000,6.54,0.29,3,No
510,21,19000,OWN,5.0,MEDICAL,A,6000,8.49,0.32,3,Yes
511,24,80000,RENT,0.0,MEDICAL,A,22000,,0.28,4,No
512,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0.27,2,No
513,24,19000,OWN,3.0,MEDICAL,C,7400,13.85,0.39,2,Yes
514,25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,0.21,3,Yes
515,23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0.26,4,No
516,25,77650,RENT,8.0,PERSONAL,B,22000,11.48,0.28,3,Yes
517,25,82000,RENT,1.0,EDUCATION,E,22000,17.51,0.27,2,Yes
518,21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,0.18,3,Yes
519,23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0.22,4,No
520,23,110000,RENT,0.0,PERSONAL,B,22000,,0.2,3,No
521,22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,0.26,2,Yes
522,25,57000,RENT,4.0,PERSONAL,B,21700,11.99,0.38,2,Yes
523,24,54000,RENT,5.0,VENTURE,C,21600,13.49,0.4,2,Yes
524,23,56000,RENT,8.0,MEDICAL,G,21600,21.21,0.39,4,Yes
525,26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,0.34,3,Yes
526,22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0.26,3,No
527,22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,0.28,3,Yes
528,22,19200,OWN,0.0,VENTURE,B,2400,10.59,0.13,3,No
529,24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0.19,2,No
530,24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,0.36,4,Yes
531,25,19200,OWN,4.0,EDUCATION,B,3000,11.99,0.16,4,Yes
532,24,59000,RENT,5.0,MEDICAL,D,21500,16.89,0.36,3,Yes
533,24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,0.31,3,Yes
534,24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0.19,3,No
535,25,60000,RENT,5.0,EDUCATION,A,21450,7.29,0.36,4,Yes
536,22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,0.69,3,Yes
537,25,47052,RENT,5.0,VENTURE,B,21250,10.99,0.45,2,Yes
538,25,51060,RENT,9.0,VENTURE,A,21250,6.91,0.42,2,Yes
539,22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,0.26,2,Yes
540,22,53000,RENT,3.0,MEDICAL,B,21250,10.25,0.4,3,Yes
541,26,19200,OWN,0.0,EDUCATION,B,9250,,0.48,2,Yes
542,24,56000,RENT,8.0,VENTURE,D,21250,15.95,0.38,3,Yes
543,24,65000,RENT,4.0,EDUCATION,D,21250,15.95,0.33,4,Yes
544,21,35000,RENT,3.0,VENTURE,B,21000,12.53,0.6,4,Yes
545,22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,0.07,4,Yes
546,23,19200,MORTGAGE,7.0,MEDICAL,A,3000,,0.16,4,Yes
547,26,40000,RENT,3.0,MEDICAL,A,21000,6.54,0.53,4,Yes
548,25,19200,OWN,2.0,VENTURE,B,1000,,0.05,3,No
549,26,42000,RENT,0.0,MEDICAL,F,21000,17.26,0.5,4,Yes
550,23,63000,RENT,2.0,MEDICAL,B,21000,11.36,0.33,2,Yes
551,26,19200,MORTGAGE,5.0,VENTURE,A,4000,7.51,0.21,4,Yes
552,22,59000,RENT,2.0,PERSONAL,B,21000,10.71,0.36,3,Yes
553,22,70500,RENT,3.0,PERSONAL,C,21000,13.98,0.3,4,No
554,26,65219,RENT,11.0,DEBTCONSOLIDATION,D,21000,14.09,0.32,3,Yes
555,22,75000,RENT,2.0,EDUCATION,B,21000,10.0,0.28,3,No
556,22,19200,MORTGAGE,3.0,MEDICAL,D,5000,15.33,0.26,3,Yes
557,25,62047,RENT,9.0,MEDICAL,E,21000,16.32,0.29,4,Yes
558,24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0.27,2,No
559,23,80000,RENT,3.0,MEDICAL,B,21000,11.99,0.26,3,No
560,24,84000,RENT,8.0,MEDICAL,B,21000,10.75,0.25,4,No
561,26,85000,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0.25,3,No
562,22,93000,RENT,1.0,EDUCATION,B,21000,9.91,0.23,3,No
563,26,81000,RENT,10.0,EDUCATION,E,21000,16.95,0.26,3,Yes
564,26,97000,RENT,1.0,EDUCATION,A,21000,7.9,0.22,3,No
565,26,97000,RENT,3.0,EDUCATION,C,21000,,0.22,3,No
566,25,100000,RENT,2.0,PERSONAL,D,21000,16.49,0.21,3,Yes
567,26,19200,OTHER,0.0,PERSONAL,C,7500,11.97,0.39,2,Yes
568,21,19253,MORTGAGE,,DEBTCONSOLIDATION,A,6250,6.17,0.32,3,Yes
569,26,125000,RENT,5.0,HOMEIMPROVEMENT,A,21000,8.9,0.17,2,No
570,25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0.17,3,No
571,23,82000,RENT,2.0,PERSONAL,B,20900,12.69,0.25,2,No
572,21,19500,MORTGAGE,0.0,EDUCATION,B,15000,9.64,0.77,2,Yes
573,26,50000,RENT,7.0,VENTURE,A,20500,7.49,0.41,3,Yes
574,23,70000,RENT,2.0,EDUCATION,C,20500,13.16,0.29,3,No
575,22,19800,OWN,1.0,EDUCATION,A,2100,8.38,0.11,4,No
576,123,80004,RENT,2.0,EDUCATION,B,20400,10.25,0.25,3,No
577,23,54000,RENT,7.0,PERSONAL,A,20375,7.49,0.38,2,Yes
578,26,26000,RENT,10.0,EDUCATION,B,20050,9.76,0.77,2,Yes
579,24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,0.61,3,Yes
580,23,20000,OWN,0.0,PERSONAL,B,5000,11.71,0.25,4,No
581,22,20000,OWN,6.0,PERSONAL,B,9250,10.65,0.46,4,No
582,24,35364,RENT,1.0,MEDICAL,B,20000,12.53,0.57,4,Yes
583,25,38000,RENT,4.0,MEDICAL,D,20000,14.59,0.53,4,Yes
584,23,32000,RENT,3.0,DEBTCONSOLIDATION,D,20000,12.61,0.63,4,Yes
585,25,38004,RENT,6.0,MEDICAL,C,20000,13.11,0.53,2,Yes
586,23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0.32,4,No
587,25,38556,RENT,9.0,PERSONAL,C,20000,11.22,0.52,4,Yes
588,23,32900,RENT,1.0,EDUCATION,D,20000,16.0,0.61,2,Yes
589,25,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000,8.88,0.59,4,Yes
590,24,40000,RENT,4.0,PERSONAL,B,20000,12.53,0.5,3,Yes
591,21,36000,RENT,5.0,MEDICAL,D,20000,,0.56,2,Yes
592,26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0.24,3,No
593,25,42000,RENT,2.0,EDUCATION,C,20000,13.47,0.48,4,Yes
594,22,42224,RENT,7.0,VENTURE,A,20000,6.99,0.47,4,Yes
595,25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0.28,2,No
596,23,20000,MORTGAGE,7.0,EDUCATION,C,3625,,0.18,3,No
597,22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,16.69,0.54,3,Yes
598,25,38000,RENT,9.0,MEDICAL,B,20000,11.11,0.53,4,Yes
599,22,45000,RENT,0.0,EDUCATION,A,20000,7.9,0.44,4,Yes
600,23,45000,RENT,4.0,PERSONAL,B,20000,10.25,0.44,2,Yes
601,24,45000,RENT,8.0,MEDICAL,E,20000,,0.44,2,Yes
602,23,20000,OWN,7.0,MEDICAL,A,1200,7.49,0.06,3,No
603,22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,0.44,3,Yes
604,24,39000,RENT,5.0,MEDICAL,D,20000,14.74,0.51,2,Yes
605,24,46500,RENT,5.0,EDUCATION,B,20000,10.62,0.43,2,Yes
606,22,48000,RENT,7.0,VENTURE,B,20000,10.65,0.42,3,Yes
607,22,42000,RENT,1.0,PERSONAL,D,20000,12.99,0.48,3,Yes
608,22,48500,RENT,1.0,VENTURE,B,20000,11.36,0.41,4,Yes
609,22,20000,OWN,3.0,EDUCATION,A,7500,5.79,0.38,4,No
610,23,49400,RENT,0.0,EDUCATION,A,20000,6.54,0.4,4,Yes
611,25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0.2,2,No
612,25,50000,RENT,10.0,DEBTCONSOLIDATION,A,20000,7.49,0.4,3,Yes
613,25,50000,RENT,9.0,EDUCATION,C,20000,13.43,0.4,2,Yes
614,22,50000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.22,0.4,2,Yes
615,22,20000,OWN,1.0,VENTURE,C,5000,14.72,0.25,3,No
616,22,44000,RENT,2.0,EDUCATION,E,20000,15.68,0.45,4,Yes
617,24,50866,RENT,6.0,MEDICAL,B,20000,,0.39,3,Yes
618,25,50950,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,0.39,3,Yes
619,24,51000,RENT,8.0,VENTURE,B,20000,10.38,0.39,3,Yes
620,22,51000,RENT,5.0,EDUCATION,B,20000,12.53,0.39,3,Yes
621,22,51000,RENT,0.0,EDUCATION,C,20000,13.47,0.39,2,Yes
622,24,51500,RENT,6.0,VENTURE,B,20000,12.21,0.39,4,Yes
623,25,51996,RENT,9.0,VENTURE,B,20000,10.99,0.38,3,Yes
624,25,52000,RENT,1.0,EDUCATION,B,20000,11.36,0.38,4,Yes
625,22,46000,RENT,2.0,DEBTCONSOLIDATION,D,20000,16.0,0.43,4,Yes
626,26,20000,MORTGAGE,1.0,PERSONAL,A,1500,7.74,0.07,3,No
627,24,52000,RENT,8.0,EDUCATION,D,20000,15.65,0.38,2,Yes
628,25,46000,RENT,9.0,DEBTCONSOLIDATION,C,20000,11.78,0.43,2,Yes
629,24,52559,RENT,9.0,HOMEIMPROVEMENT,B,20000,,0.38,3,Yes
630,22,47000,RENT,5.0,MEDICAL,D,20000,16.77,0.43,3,Yes
631,22,54000,RENT,2.0,EDUCATION,B,20000,9.91,0.37,4,Yes
632,23,48000,RENT,7.0,MEDICAL,D,20000,15.65,0.42,4,Yes
633,23,48000,RENT,0.0,MEDICAL,D,20000,14.96,0.42,3,Yes
634,23,54000,RENT,1.0,VENTURE,B,20000,11.83,0.37,4,Yes
635,24,48912,RENT,0.0,MEDICAL,C,20000,11.66,0.41,4,Yes
636,26,54996,RENT,8.0,EDUCATION,B,20000,12.18,0.36,4,Yes
637,24,55000,RENT,8.0,HOMEIMPROVEMENT,A,20000,6.91,0.36,2,Yes
638,25,55000,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.91,0.36,3,Yes
639,26,49000,RENT,0.0,HOMEIMPROVEMENT,F,20000,19.79,0.41,3,Yes
640,25,55000,RENT,0.0,VENTURE,B,20000,9.88,0.36,4,Yes
641,22,20000,MORTGAGE,0.0,PERSONAL,B,16600,9.76,0.83,3,No
642,23,55000,RENT,5.0,DEBTCONSOLIDATION,B,20000,12.53,0.36,2,Yes
643,25,55200,RENT,7.0,VENTURE,B,20000,,0.36,4,Yes
644,23,20004,MORTGAGE,6.0,PERSONAL,A,7125,6.99,0.36,2,No
645,23,57000,RENT,3.0,EDUCATION,D,20000,16.89,0.35,2,Yes
646,22,51012,RENT,1.0,PERSONAL,D,20000,17.49,0.39,4,Yes
647,23,20004,MORTGAGE,2.0,EDUCATION,E,2500,16.82,0.12,2,No
648,26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0.18,2,No
649,22,58000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.11,0.34,2,Yes
650,23,58800,RENT,7.0,DEBTCONSOLIDATION,A,20000,7.66,0.34,3,Yes
651,26,59000,RENT,10.0,MEDICAL,A,20000,6.17,0.34,3,Yes
652,26,53000,RENT,1.0,PERSONAL,E,20000,16.35,0.38,4,Yes
653,23,60000,RENT,7.0,MEDICAL,A,20000,7.9,0.33,2,Yes
654,24,54000,RENT,2.0,VENTURE,D,20000,16.49,0.37,2,Yes
655,21,20245,OWN,5.0,VENTURE,A,3550,,0.18,4,No
